,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,13,7,0.7,0.2,1000,expert,0.939280545287522,,0.940595045857881,0.9390056133390194,,0.1984126984126985,0.9250399231252858
1,9,13,7,0.7,0.2,1000,diverse,0.9324212284361793,,0.9395438575807592,0.9395438575807592,,0.5158730158730159,0.8733462876816289
2,9,13,7,0.7,0.2,1000,diverse,0.9366651309589692,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.8769165979080933
3,9,13,7,0.7,0.2,1000,diverse,0.9335230839474252,,0.9395438575807592,0.9395438575807592,,0.5158730158730158,0.8753957042562109
4,9,13,7,0.7,0.2,1000,diverse,0.9361460117770272,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.8772868821730682
5,9,13,7,0.7,0.2,1000,diverse,0.9325201690773196,,0.9395438575807592,0.9395438575807592,,0.515873015873016,0.8749764075217192
6,9,13,7,0.7,0.2,1000,diverse,0.933539537245717,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.8730970261424834
7,9,13,7,0.7,0.2,1000,diverse,0.9300424668496136,,0.9395438575807592,0.9395438575807592,,0.5158730158730158,0.8732196237711476
8,9,13,7,0.7,0.2,1000,diverse,0.9323374837838768,,0.9395438575807592,0.9395438575807592,,0.5158730158730158,0.8737101095297972
9,9,13,7,0.7,0.2,1000,diverse,0.933478858522586,,0.9395438575807592,0.9395438575807592,,0.515873015873016,0.8765174408817253
10,9,13,7,0.7,0.2,1000,diverse,0.931323220023139,,0.9395438575807592,0.9395438575807592,,0.5158730158730158,0.8743133741140833
11,9,13,7,0.7,0.2,1000,diverse,0.9360011590902552,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.8770743211400701
12,9,13,7,0.7,0.2,1000,diverse,0.9324390295238814,,0.9395438575807592,0.9395438575807592,,0.5158730158730156,0.875245189652873
13,9,13,7,0.7,0.2,1000,diverse,0.9356375610659254,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.8783520693872885
14,9,13,7,0.7,0.2,1000,diverse,0.935622606230255,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.878267238359244
15,9,13,7,0.7,0.2,1000,diverse,0.9316773113722202,,0.9395438575807592,0.9395438575807592,,0.5158730158730157,0.8727198621684956
