,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,15,9,0.7,0.2,10000,expert,0.9526470315731091,,0.9524745452837372,0.9524498612396596,0.1543209876543207,0.9429745888043894
1,9,15,9,0.7,0.2,10000,diverse,0.946023644012408,,0.9516768191256496,0.9515532517386636,0.4444444444444441,0.9014583778632352
2,9,15,9,0.7,0.2,10000,diverse,0.9469025147775076,,0.9516768191256496,0.9516356812474044,0.444444444444444,0.9035190216384036
3,9,15,9,0.7,0.2,10000,diverse,0.9461339553960156,,0.9516768191256496,0.9516026221425116,0.4444444444444441,0.902486571255984
4,9,15,9,0.7,0.2,10000,diverse,0.9457998883952036,,0.9516768191256496,0.9515796885392356,0.4444444444444441,0.901822175321068
5,9,15,9,0.7,0.2,10000,diverse,0.9470001599719672,,0.9516768191256496,0.9516943207791356,0.4444444444444441,0.9041600753648064
6,9,15,9,0.7,0.2,10000,diverse,0.9494816667226986,,0.9516768191256496,0.951783722941961,0.4444444444444441,0.906472060378816
7,9,15,9,0.7,0.2,10000,diverse,0.9466114478044614,,0.9516768191256496,0.951627789183535,0.4444444444444441,0.9024940947152094
8,9,15,9,0.7,0.2,10000,diverse,0.9427842499758984,,0.9516768191256496,0.9514302612615028,0.4444444444444441,0.8985009880781816
9,9,15,9,0.7,0.2,10000,diverse,0.9458937540677408,,0.9516768191256496,0.9515337704559303,0.4444444444444443,0.900067617516781
10,9,15,9,0.7,0.2,10000,diverse,0.946887756491865,,0.9516768191256496,0.9516528007194962,0.4444444444444441,0.9031436555823368
11,9,15,9,0.7,0.2,10000,diverse,0.9451510895304938,,0.9516768191256496,0.9515686901079876,0.4444444444444441,0.9012561156624374
12,9,15,9,0.7,0.2,10000,diverse,0.9464349819127408,,0.9516768191256496,0.9516051711943584,0.4444444444444442,0.9016722881108143
13,9,15,9,0.7,0.2,10000,diverse,0.9456853617594284,,0.9516768191256496,0.9515555574371974,0.4444444444444442,0.9011967256886622
14,9,15,9,0.7,0.2,10000,diverse,0.9467600323675298,,0.9516768191256496,0.9515901137873513,0.4444444444444441,0.9024780870228056
15,9,15,9,0.7,0.2,10000,diverse,0.9460228681251046,,0.9516768191256496,0.9516015185427232,0.4444444444444442,0.9024571997393608
16,9,15,9,0.7,0.2,10000,diverse,0.9494763595136004,,0.9516768191256496,0.951726854416184,0.4444444444444442,0.9058113404571332
17,9,15,9,0.7,0.2,10000,diverse,0.9464769109702228,,0.9516768191256496,0.9515887291225944,0.4444444444444442,0.902176976697648
18,9,15,9,0.7,0.2,10000,diverse,0.9465494280668458,,0.9516768191256496,0.9516134421095964,0.444444444444444,0.9026524293118876
19,9,15,9,0.7,0.2,10000,diverse,0.9432133448742096,,0.9516768191256496,0.9514826937565252,0.4444444444444442,0.8995110312455655
20,9,15,9,0.7,0.2,10000,diverse,0.9496741091828018,,0.9516768191256496,0.951736281795434,0.4444444444444442,0.9047983348399024
21,9,15,9,0.7,0.2,10000,diverse,0.947535419614982,,0.9516768191256496,0.9516824564785562,0.444444444444444,0.9046752612713064
22,9,15,9,0.7,0.2,10000,diverse,0.9472804844815694,,0.9516768191256496,0.9516272878241384,0.444444444444444,0.9027784730745492
23,9,15,9,0.7,0.2,10000,diverse,0.9455250352136017,,0.9516768191256496,0.9515552465431448,0.4444444444444441,0.9013818883495468
24,9,15,9,0.7,0.2,10000,diverse,0.9482742130851662,,0.9516768191256496,0.9516272878241384,0.4444444444444443,0.9021801998444716
25,9,15,9,0.7,0.2,10000,diverse,0.9443452768725312,,0.9516768191256496,0.9515299610676528,0.444444444444444,0.9006899105928302
26,9,15,9,0.7,0.2,10000,diverse,0.9465156657864786,,0.9516768191256496,0.9516086897963232,0.444444444444444,0.902925896785012
27,9,15,9,0.7,0.2,10000,diverse,0.9505822497113674,,0.9516768191256496,0.951813191924294,0.4444444444444441,0.9069325840455692
28,9,15,9,0.7,0.2,10000,diverse,0.9431376649542642,,0.9516768191256496,0.951461788554972,0.4444444444444443,0.8995488725397459
29,9,15,9,0.7,0.2,10000,diverse,0.948362317889892,,0.9516768191256496,0.9516767525895348,0.4444444444444442,0.9039696793449395
30,9,15,9,0.7,0.2,10000,diverse,0.9418912891330808,,0.9516768191256496,0.9513512034220089,0.4444444444444441,0.8978085618989066
31,9,15,9,0.7,0.2,10000,diverse,0.949134410247829,,0.9516768191256496,0.9517207354405312,0.4444444444444441,0.9052377680355896
32,9,15,9,0.7,0.2,10000,diverse,0.946468482139682,,0.9516768191256496,0.9516199090642464,0.4444444444444441,0.9026829181086006
33,9,15,9,0.7,0.2,10000,diverse,0.9452803487814848,,0.9516768191256496,0.9515428082120992,0.4444444444444441,0.9014154537782888
34,9,15,9,0.7,0.2,10000,diverse,0.949457842123104,,0.9516768191256496,0.9517201584619924,0.4444444444444444,0.904357974873821
