,team_size,n_sources,heuristic_size,reliability_mean,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,17,5,0.55,10000,expert,0.7357918421052932,,0.7338870098638535,0.735638529753685,0.2777777777777775,0.7149423166232639
0,9,17,5,0.55,10000,qualified_diverse_90,0.7215351966209133,,0.6704540333433562,0.7307785776580835,0.6888888888888887,0.6542485984971789
1,9,17,5,0.55,10000,qualified_diverse_90,0.7213976586980582,,0.6726631820207283,0.7308140215823483,0.6944444444444442,0.6532343050130209
2,9,17,5,0.55,10000,qualified_diverse_90,0.7250701638347162,,0.690468602912142,0.7334764891676849,0.672222222222222,0.6590042425537109
3,9,17,5,0.55,10000,qualified_diverse_90,0.723119287355729,,0.6704540333433562,0.7324297784346714,0.6777777777777776,0.6571707499864367
4,9,17,5,0.55,10000,qualified_diverse_90,0.7259725995844158,,0.690468602912142,0.7341679094023938,0.6722222222222223,0.6594951545545791
5,9,17,5,0.55,10000,qualified_diverse_90,0.7231898736139635,,0.6726631820207283,0.7317423740872567,0.6833333333333331,0.6557141091579861
6,9,17,5,0.55,10000,qualified_diverse_90,0.7225886624579341,,0.6726631820207283,0.7315436412221156,0.6888888888888884,0.6547261002604167
7,9,17,5,0.55,10000,qualified_diverse_90,0.7239186446119871,,0.6726631820207283,0.7322080571517818,0.6833333333333333,0.6561709209526909
8,9,17,5,0.55,10000,qualified_diverse_90,0.7227623894085395,,0.6726631820207283,0.7322190372159999,0.6888888888888889,0.6552143208821614
9,9,17,5,0.55,10000,qualified_diverse_90,0.7231091684290104,,0.6726631820207283,0.7316995015511162,0.6833333333333333,0.6557170452202691
10,9,17,5,0.55,10000,qualified_diverse_90,0.7224386748683619,,0.6726631820207283,0.7315027153292349,0.688888888888889,0.6546975984700522
11,9,17,5,0.55,10000,qualified_diverse_90,0.7227189231402148,,0.6726631820207283,0.7314179131266946,0.6833333333333332,0.655664787326389
