,team_size,n_sources,heuristic_size,reliability_mean,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,15,5-7-9,0.65,10000,expert,0.900979011853227,,0.8945433530707388,0.900831670783459,0.15432098765432078,0.8882040235263958
1,9,15,5-7-9,0.65,10000,diverse,0.8756709900447271,,0.8888232671201036,0.8889053041010756,0.7104938271604936,0.7752843885962009
2,9,15,5-7-9,0.65,10000,diverse,0.8719806560497406,,0.8888232671201036,0.8888232671201036,0.7293650793650791,0.7702874353914003
3,9,15,5-7-9,0.65,10000,diverse,0.8717672204033107,,0.8888232671201036,0.8875503182783169,0.7104938271604936,0.7740127935483796
4,9,15,5-7-9,0.65,10000,diverse,0.8739185546233704,,0.8888232671201036,0.8880831270900023,0.7104938271604936,0.7755937475370758
5,9,15,5-7-9,0.65,10000,diverse,0.873739220594922,,0.8888232671201036,0.8875219925651281,0.7104938271604939,0.7745509680092245
6,9,15,5-7-9,0.65,10000,diverse,0.868575376477025,,0.8888232671201036,0.8888232671201036,0.7293650793650795,0.7637624298784443
7,9,15,5-7-9,0.65,10000,diverse,0.8749631395294056,,0.8888232671201036,0.8888232671201036,0.7293650793650794,0.7674177657803586
8,9,15,5-7-9,0.65,10000,diverse,0.8774726576549134,,0.8888232671201036,0.8902145793348429,0.7104938271604937,0.772371220163644
9,9,15,5-7-9,0.65,10000,diverse,0.8717584150376647,,0.8888232671201036,0.8877387758581675,0.7104938271604937,0.7722707586639666
10,9,15,5-7-9,0.65,10000,diverse,0.8718944161000276,,0.8888232671201036,0.8888232671201036,0.7293650793650793,0.7698992501507101
11,9,15,5-7-9,0.65,10000,diverse,0.8702198483329259,,0.8888232671201036,0.8855147908777324,0.7104938271604939,0.7696869615489743
12,9,15,5-7-9,0.65,10000,diverse,0.8782594193720044,,0.8888232671201036,0.8884628506764325,0.7104938271604939,0.7753219803803831
13,9,15,5-7-9,0.65,10000,diverse,0.8729329154219198,,0.8888232671201036,0.8888232671201036,0.75,0.7653455692692529
