,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,diversity,average
0,9,13,5,0.6,0.2,10000,expert,0.8030165239797664,,0.7999166208847732,0.8028487895490394,0.2777777777777775,0.7785499897119341
1,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8059297794418442,,0.7730332268537737,0.8106585499843307,0.5555555555555557,0.7414756275720165
2,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8040262878764711,,0.7730332268537737,0.8098621175412207,0.5611111111111113,0.7398210802469136
3,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8025864223165402,,0.7730332268537737,0.8093056366072048,0.5722222222222224,0.7373893878600823
4,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8043481652074159,,0.7730332268537737,0.8103606939464628,0.5666666666666669,0.7392002057613168
5,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8021006685661561,,0.7730332268537737,0.8088401415483784,0.5777777777777778,0.7357364094650206
6,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8024989552600259,,0.7730332268537737,0.8093514837444435,0.5611111111111114,0.739274799382716
7,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8038626241373541,,0.7730332268537737,0.8097044737324733,0.5666666666666669,0.7386350394375856
8,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8064775584423579,,0.7730332268537737,0.8109037173010532,0.5500000000000003,0.74263420781893
9,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8038163970093458,,0.7730332268537737,0.8102847422371833,0.5722222222222224,0.7380814197530864
10,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8026737234460432,,0.7730332268537737,0.8086880973340779,0.5722222222222226,0.7369004320987654
11,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8045606123526693,,0.7730332268537767,0.8096278817276374,0.561111111111111,0.739638115569273
12,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8034259935097376,,0.7730332268537767,0.8099202549848639,0.5666666666666668,0.7390383573388202
13,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8035693170728659,,0.7730332268537737,0.8103606939464628,0.5666666666666668,0.7392217592592591
14,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.804713872433519,,0.7730332268537737,0.8103606939464628,0.5666666666666669,0.7392127469135802
15,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8045418213315052,,0.7730332268537737,0.8104921021645144,0.5611111111111113,0.7403765020576131
16,9,13,5,0.6,0.2,10000,qualified_diverse_90,0.8036319443907325,,0.7730332268537737,0.8103606939464628,0.5666666666666669,0.7392257355967078
