,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,17,5,0.75,0.2,10000,expert,0.9699402266347884,,0.9808221450395584,0.9694873661623,0.2777777777777775,0.9560323426649304
1,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863244820184248,,0.9859726673461168,0.98888881311904,0.6888888888888889,0.9305594976128472
2,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9857346618517192,,0.9857232119517172,0.9886544297296568,0.6833333333333333,0.9310576717122396
3,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9867139602290408,,0.9859726673461168,0.989008754645652,0.6888888888888891,0.9307926828342014
4,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861280265607606,,0.9859726673461168,0.988679951015624,0.6833333333333333,0.9310903887261284
5,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.985764218678742,,0.9859726673461168,0.9884742686220344,0.6777777777777776,0.931782325439453
6,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9857582198720358,,0.9880546867968945,0.988099183183357,0.6666666666666669,0.9329198480902776
7,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9859161426520872,,0.9859726673461168,0.988469481960634,0.6777777777777777,0.9318250923665364
8,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9857814955912207,,0.9859726673461168,0.9885501904233144,0.6777777777777777,0.9319916761610244
9,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860617207224692,,0.9859726673461168,0.9886609051718628,0.6833333333333331,0.9310025320095484
10,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860853878343718,,0.9859726673461168,0.9883904057414634,0.6777777777777777,0.9316081792534722
11,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.985742485721381,,0.9880546867968945,0.9886224574019816,0.6833333333333331,0.9309568752712674
12,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9858725705271484,,0.9859726673461168,0.988502721945653,0.6777777777777778,0.931799518500434
13,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9864357057899872,,0.9884469504700568,0.9888385269139768,0.688888888888889,0.9304481860351562
14,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860604228428484,,0.9859726673461168,0.9881577635178892,0.6666666666666666,0.9331739539930556
15,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861253061493164,,0.9857232119517172,0.9886880995126922,0.6833333333333332,0.9311419352213542
16,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862708346308072,,0.9854658529966498,0.9885177823380946,0.6777777777777776,0.9317548483615452
17,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9859529887923136,,0.9857232119517172,0.988497994799756,0.6777777777777777,0.9316778355577257
18,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862799698742696,,0.9859726673461168,0.988672282316509,0.6833333333333332,0.9311294430881076
19,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.986423074850876,,0.9857232119517172,0.9885807117174932,0.6777777777777778,0.9320506655544704
20,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.98653173747235,,0.9859726673461168,0.989008754645652,0.6888888888888887,0.9308271430121527
21,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863644934212776,,0.9880546867968945,0.9886240541209964,0.6777777777777779,0.9320341479492188
22,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861413128683372,,0.9859726673461168,0.9884795312930672,0.6833333333333333,0.9307584419759114
23,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860217783676416,,0.9880546867968945,0.9882958131369064,0.672222222222222,0.9324253426106772
24,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9866390499127168,,0.9859726673461168,0.9891315221195114,0.6944444444444446,0.9299073814561633
25,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.986031038207316,,0.9859726673461168,0.9882752949786766,0.672222222222222,0.9323118242730034
26,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9866017032574788,,0.9884469504700568,0.989019283108785,0.6944444444444444,0.9296713433159722
27,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862685130823778,,0.9854658529966498,0.9885177823380946,0.6777777777777779,0.9318195054796008
28,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861235158251213,,0.9857232119517172,0.9888266895426286,0.6888888888888887,0.9303822981770832
29,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9854676944881996,,0.9857232119517172,0.9882025556304268,0.672222222222222,0.9322376006401908
30,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.986406214001741,,0.9857232119517172,0.988785095480028,0.6888888888888889,0.930188702528212
31,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.98624880992403,,0.9880546867968945,0.9883944920928478,0.6722222222222223,0.9327197743055556
32,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9859998514398012,,0.9859726673461168,0.988679951015624,0.683333333333333,0.931114805501302
33,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863111474937338,,0.9859726673461168,0.9889391872142844,0.6888888888888889,0.9305922409396702
34,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860200929263384,,0.9859726673461168,0.9885606933141108,0.6777777777777776,0.9318725504557293
35,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861463612182032,,0.9859726673461168,0.9885291791222772,0.6777777777777777,0.9319258102756076
36,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861700857192474,,0.9884469504700568,0.988445560316518,0.6777777777777776,0.931722756347656
37,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.986014717969625,,0.9859726673461168,0.988733226058585,0.6833333333333333,0.9313127958170572
38,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860006100525028,,0.9859726673461168,0.9884369553854132,0.672222222222222,0.9328487630208334
39,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862609655631088,,0.9859726673461168,0.9889161612247184,0.6888888888888887,0.9305825965711806
40,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862478814431572,,0.9859726673461168,0.9884742686220344,0.6777777777777778,0.9317681201171876
41,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9858813542176554,,0.9854658529966498,0.988438320788444,0.6833333333333332,0.9304967902289496
42,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9864108359601024,,0.9859726673461168,0.988722691399572,0.6833333333333337,0.9312813975694444
43,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863751161830122,,0.9857232119517172,0.9888266895426286,0.6888888888888888,0.9303775301106768
44,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862161262633528,,0.9878211856890332,0.9884790845411128,0.677777777777778,0.9316170050726996
45,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860579868749308,,0.9859726673461168,0.9889391872142844,0.688888888888889,0.9306174666341144
46,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9866882749042948,,0.9859726673461168,0.989008754645652,0.6888888888888888,0.9308139013671874
47,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863004486791952,,0.9859726673461168,0.9891315221195114,0.6944444444444442,0.929905630560981
48,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.98616153082941,,0.9878211856890332,0.9885113599777978,0.6777777777777777,0.9317855950249564
49,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9857745366138406,,0.9884469504700568,0.988494336619432,0.6833333333333333,0.9307561876085068
50,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9862556339756416,,0.9859726673461168,0.9888610552624136,0.688888888888889,0.930460221625434
51,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.986577821187932,,0.9859726673461168,0.989008754645652,0.6888888888888887,0.9308135251193576
52,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9865352052673884,,0.9859726673461168,0.989008754645652,0.6888888888888888,0.930799549899631
53,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861599580385192,,0.9859726673461168,0.9884284826469956,0.6777777777777777,0.931728014594184
54,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9860936712238386,,0.9859726673461168,0.9884782945101852,0.6777777777777779,0.931807587483724
55,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9855049816712912,,0.9859726673461168,0.9879897273966812,0.6666666666666662,0.9327903123643664
56,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863316872487392,,0.9859726673461168,0.9885501904233144,0.6777777777777778,0.9320236581759982
57,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9861405806786891,,0.9859726673461168,0.9886609051718628,0.6833333333333332,0.9309922165256076
58,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9857889386024704,,0.9880546867968945,0.9883226762219952,0.6722222222222222,0.9322737784830728
59,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9864951941204908,,0.9859726673461168,0.9886430223687168,0.6777777777777778,0.932099537082248
60,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9866854304461128,,0.9859726673461168,0.9891487075933184,0.6944444444444443,0.929965857679579
61,9,17,5,0.75,0.2,10000,qualified_diverse_90,0.9863293550287452,,0.9859726673461168,0.9888474128280248,0.6888888888888887,0.930368991970486
