,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,diversity,average
0,9,13,5,0.6,0.2,10000,expert,0.8030165239797664,,0.7999166208847732,0.8028487895490394,0.2777777777777775,0.7785499897119341
1,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7758041038982955,,0.7730332268537737,0.7793086686296941,0.6833333333333337,0.6966961316872428
2,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7772820456884159,,0.7730332268537737,0.7839892934178604,0.6777777777777776,0.6985384722222222
3,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7775790407329672,,0.7730332268537737,0.7793086686296941,0.6833333333333336,0.6967340603566529
4,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7778822442742579,,0.7730332268537737,0.7797552771617716,0.6833333333333331,0.6973540346364883
5,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7784865569500279,,0.7730332268537737,0.7842818325501008,0.6777777777777777,0.6991175240054869
6,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7731626249156709,,0.7730332268537737,0.7772871580696078,0.6833333333333331,0.6935513528806584
7,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7792259004138697,,0.7730332268537737,0.7858070538880352,0.6777777777777777,0.7004559447873799
8,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7797075431322463,,0.7730332268537737,0.7870638089065295,0.6777777777777778,0.7004701028806584
9,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7783318896762297,,0.7730332268537737,0.7845359477298426,0.6777777777777776,0.6985554423868313
10,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7743698413061756,,0.7730332268537737,0.7793086686296941,0.6833333333333331,0.6967413220164609
11,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7794786109876024,,0.7730332268537737,0.7870638089065295,0.6777777777777777,0.7006142009602194
12,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7773615862265547,,0.7730332268537737,0.7820679780196264,0.6777777777777779,0.6966271947873799
13,9,13,5,0.6,0.2,10000,qualified_diverse_50,0.7753806159528698,,0.7730332268537737,0.7788632828779938,0.6833333333333332,0.6961536385459532
