,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,17,5,0.7,0.2,10000,expert,0.935925939128494,,0.9516144049823756,0.9352326462549588,0.2777777777777775,0.9158720920138888
1,9,17,5,0.7,0.2,10000,diverse,0.9457807750051488,,0.9612049881282876,0.9554493898987712,0.7833333333333334,0.8345012773980035
2,9,17,5,0.7,0.2,10000,diverse,0.9531645924523416,,0.9612049881282876,0.961434697039798,0.7833333333333332,0.8432450968424479
3,9,17,5,0.7,0.2,10000,diverse,0.9490175822279818,,0.9612049881282876,0.9582500100569984,0.7833333333333333,0.8367629939778648
4,9,17,5,0.7,0.2,10000,diverse,0.9503103654735182,,0.9612049881282876,0.9594611810616448,0.7833333333333332,0.8399416389973958
5,9,17,5,0.7,0.2,10000,diverse,0.9490046630786616,,0.9612049881282876,0.9582417044397482,0.7833333333333333,0.8369165730794271
6,9,17,5,0.7,0.2,10000,diverse,0.9497079417433528,,0.9612049881282876,0.9592681744460984,0.7833333333333333,0.8388219415283203
7,9,17,5,0.7,0.2,10000,diverse,0.9472257476119572,,0.9612049881282876,0.9560715290159976,0.7833333333333332,0.8358277728949652
8,9,17,5,0.7,0.2,10000,diverse,0.947924123454902,,0.9612049881282876,0.957347210857882,0.7833333333333332,0.8360419707573785
9,9,17,5,0.7,0.2,10000,diverse,0.9528417768068952,,0.9612049881282876,0.9617857157356942,0.7833333333333332,0.8447843964301216
10,9,17,5,0.7,0.2,10000,diverse,0.9435492910864464,,0.9612049881282876,0.9534229365394774,0.7833333333333333,0.8304173375108507
11,9,17,5,0.7,0.2,10000,diverse,0.943300480938374,,0.9612049881282876,0.9529368987626408,0.7833333333333332,0.8301346435546875
12,9,17,5,0.7,0.2,10000,diverse,0.947763809357887,,0.9612049881282876,0.9577719885202504,0.783333333333333,0.8359516876898873
13,9,17,5,0.7,0.2,10000,diverse,0.9531922523738912,,0.9612049881282876,0.9610280847544505,0.7833333333333333,0.8434074773491754
14,9,17,5,0.7,0.2,10000,diverse,0.9486760096190052,,0.9612049881282876,0.9586442016352476,0.7833333333333332,0.8384578487141927
15,9,17,5,0.7,0.2,10000,diverse,0.9490891749841762,,0.9612049881282876,0.95796186519729,0.7833333333333333,0.8382395098198784
