,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,15,9,0.75,0.2,1000,expert,0.981935843165381,,0.9832123671911738,0.981800521384408,,0.1543209876543207,0.976250131620798
1,9,15,9,0.75,0.2,1000,diverse,0.9796077502799057,,0.9837636891722148,0.983690606298543,,0.444444444444444,0.9507122590037524
2,9,15,9,0.75,0.2,1000,diverse,0.9790083726129732,,0.9837636891722148,0.9836345573763398,,0.4444444444444439,0.9502284686943068
3,9,15,9,0.75,0.2,1000,diverse,0.9817926185258522,,0.9837636891722148,0.9837894152330876,,0.4444444444444442,0.9538050690714392
4,9,15,9,0.75,0.2,1000,diverse,0.9805590217990876,,0.9837636891722148,0.9837383204816322,,0.4444444444444442,0.952184860072914
5,9,15,9,0.75,0.2,1000,diverse,0.9800708467451132,,0.9837636891722148,0.983698707424534,,0.4444444444444441,0.9510167214761616
6,9,15,9,0.75,0.2,1000,diverse,0.9812519133613216,,0.9837636891722148,0.983737966218692,,0.4444444444444442,0.9525908814884454
7,9,15,9,0.75,0.2,1000,diverse,0.9819032924428918,,0.9837636891722148,0.983760308000781,,0.444444444444444,0.95307610593033
8,9,15,9,0.75,0.2,1000,diverse,0.9809999733466576,,0.9837636891722148,0.9837389600053432,,0.4444444444444442,0.9528972224674136
9,9,15,9,0.75,0.2,1000,diverse,0.9802204613076034,,0.9837636891722148,0.9837114868251547,,0.4444444444444442,0.9518452753791532
10,9,15,9,0.75,0.2,1000,diverse,0.9811625899211184,,0.9837636891722148,0.9837536922628122,,0.4444444444444442,0.9517718330254284
11,9,15,9,0.75,0.2,1000,diverse,0.9800016381182448,,0.9837636891722148,0.9836428979998764,,0.4444444444444442,0.9497852496736024
12,9,15,9,0.75,0.2,1000,diverse,0.9804122474195948,,0.9837636891722148,0.9837253847459344,,0.4444444444444442,0.9523449470155998
13,9,15,9,0.75,0.2,1000,diverse,0.9804257893599944,,0.9837636891722148,0.9837065384867038,,0.4444444444444442,0.9513297584687264
14,9,15,9,0.75,0.2,1000,diverse,0.982222596474894,,0.9837636891722148,0.983761998891641,,0.444444444444444,0.9533880249463432
15,9,15,9,0.75,0.2,1000,diverse,0.9822757149442524,,0.9837636891722148,0.9837732283062464,,0.4444444444444441,0.9531547273309896
16,9,15,9,0.75,0.2,1000,diverse,0.9807314657647992,,0.9837636891722148,0.983729995623999,,0.4444444444444442,0.9521416463388436
17,9,15,9,0.75,0.2,1000,diverse,0.9800516101473224,,0.9837636891722148,0.9836832220985292,,0.4444444444444442,0.9506560730976976
18,9,15,9,0.75,0.2,1000,diverse,0.9807052810505114,,0.9837636891722148,0.983722575956152,,0.444444444444444,0.9514314484731722
19,9,15,9,0.75,0.2,1000,diverse,0.9809927398850974,,0.9837636891722148,0.9837545313137276,,0.4444444444444442,0.953169734490094
20,9,15,9,0.75,0.2,1000,diverse,0.981535066973423,,0.9837636891722148,0.9837475521154472,,0.444444444444444,0.952038079987814
21,9,15,9,0.75,0.2,1000,diverse,0.9806455055410244,,0.9837636891722148,0.9837067786713763,,0.4444444444444444,0.9513223439572328
