,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
566,5,13,5,0.7,0.2,1000,diverse,0.9256494243080692,,0.9395438575807592,0.9395438575807592,,0.76,0.8422459938271605
567,5,13,5,0.7,0.2,1000,diverse,0.9257216632889032,,0.9395438575807592,0.9395438575807592,,0.76,0.8394948333333334
568,5,13,5,0.7,0.2,1000,diverse,0.9295103366963116,,0.9395438575807592,0.9395438575807592,,0.76,0.8433574444444446
569,5,13,5,0.7,0.2,1000,diverse,0.9287213452625284,,0.9395438575807592,0.9395438575807592,,0.76,0.8415088333333334
570,5,13,5,0.7,0.2,1000,diverse,0.928816262569118,,0.9395438575807592,0.9395438575807592,,0.76,0.8401838425925927
571,5,13,5,0.7,0.2,1000,diverse,0.9260596617590868,,0.9395438575807592,0.9395438575807592,,0.76,0.8403158271604939
572,5,13,5,0.7,0.2,1000,diverse,0.9184434661834684,,0.9395438575807592,0.9395438575807592,,0.76,0.8345024259259259
573,5,13,5,0.7,0.2,1000,diverse,0.919311505234562,,0.9395438575807592,0.9395438575807592,,0.76,0.8331050925925926
574,5,13,5,0.7,0.2,1000,diverse,0.927624389505498,,0.9395438575807592,0.9395438575807592,,0.76,0.8412013456790124
575,5,13,5,0.7,0.2,1000,diverse,0.925347662016728,,0.9395438575807592,0.9395438575807592,,0.76,0.8387282592592593
576,5,13,5,0.7,0.2,1000,diverse,0.9230667354948848,,0.9395438575807592,0.9395438575807592,,0.76,0.8324849444444447
577,5,13,5,0.7,0.2,1000,diverse,0.9227691040080626,,0.9395438575807592,0.9395438575807592,,0.76,0.8311071419753085
578,5,13,5,0.7,0.2,1000,diverse,0.9249520328186268,,0.9395438575807592,0.9395438575807592,,0.76,0.838097450617284
579,5,13,5,0.7,0.2,1000,diverse,0.9266275224079428,,0.9395438575807592,0.9395438575807592,,0.76,0.8431155555555554
580,5,13,5,0.7,0.2,1000,diverse,0.9292420796988764,,0.9395438575807592,0.9395438575807592,,0.76,0.8430592407407407
581,5,13,5,0.7,0.2,1000,diverse,0.9273724974276476,,0.9395438575807592,0.9395438575807592,,0.7600000000000001,0.8423024444444444
582,5,13,5,0.7,0.2,1000,diverse,0.9300999430817246,,0.9395438575807592,0.9395438575807592,,0.7600000000000001,0.840714185185185
583,5,13,5,0.7,0.2,1000,diverse,0.930784965502558,,0.9395438575807592,0.9395438575807592,,0.76,0.8435058888888889
584,5,13,5,0.7,0.2,1000,diverse,0.921432905986422,,0.9395438575807592,0.9395438575807592,,0.76,0.8362120216049382
585,5,13,5,0.7,0.2,1000,diverse,0.9229283747002824,,0.9395438575807592,0.9395438575807592,,0.7600000000000002,0.8384682037037038
586,5,13,5,0.7,0.2,1000,diverse,0.9238125956767456,,0.9395438575807592,0.9395438575807592,,0.7599999999999999,0.8352572222222221
587,5,13,5,0.7,0.2,1000,diverse,0.9201707378096858,,0.9395438575807592,0.9395438575807592,,0.76,0.834313648148148
588,5,13,5,0.7,0.2,1000,diverse,0.922405972511094,,0.9395438575807592,0.9395438575807592,,0.76,0.8394415061728393
589,5,13,5,0.7,0.2,1000,diverse,0.9226682312352508,,0.9395438575807592,0.9395438575807592,,0.76,0.8349011944444443
590,5,13,5,0.7,0.2,1000,diverse,0.9286507596756152,,0.9395438575807592,0.9395438575807592,,0.76,0.8419910771604938
591,5,13,5,0.7,0.2,1000,diverse,0.9292620957395334,,0.9395438575807592,0.9395438575807592,,0.76,0.840836024691358
592,5,13,5,0.7,0.2,1000,diverse,0.9204116089431356,,0.9395438575807592,0.9395438575807592,,0.76,0.8357495895061728
593,5,13,5,0.7,0.2,1000,diverse,0.923502175800068,,0.9395438575807592,0.9395438575807592,,0.7600000000000002,0.835794462962963
594,5,13,5,0.7,0.2,1000,diverse,0.9257964557294164,,0.9395438575807592,0.9395438575807592,,0.76,0.8374194814814814
595,5,13,5,0.7,0.2,1000,diverse,0.9275469098311896,,0.9395438575807592,0.9395438575807592,,0.7600000000000001,0.8404510648148149
596,5,13,5,0.7,0.2,1000,diverse,0.9228172452475992,,0.9395438575807592,0.9395438575807592,,0.76,0.8379909074074072
597,5,13,5,0.7,0.2,1000,diverse,0.9161002777138936,,0.9395438575807592,0.9395438575807592,,0.76,0.8327944444444444
598,5,13,5,0.7,0.2,1000,diverse,0.9288297851211726,,0.9395438575807592,0.9395438575807592,,0.76,0.842570611111111
599,5,13,5,0.7,0.2,1000,diverse,0.921469959776809,,0.9395438575807592,0.9395438575807592,,0.7599999999999999,0.8335941666666666
600,5,13,5,0.7,0.2,1000,diverse,0.9197783088849036,,0.9395438575807592,0.9395438575807592,,0.76,0.8343581851851851
601,5,13,5,0.7,0.2,1000,diverse,0.9236351717497614,,0.9395438575807592,0.9395438575807592,,0.76,0.8381503611111111
602,5,13,5,0.7,0.2,1000,diverse,0.9218527914210848,,0.9395438575807592,0.9395438575807592,,0.76,0.8351163518518518
603,5,13,5,0.7,0.2,1000,diverse,0.9224094747007584,,0.9395438575807592,0.9395438575807592,,0.7600000000000001,0.83631812345679
604,5,13,5,0.7,0.2,1000,diverse,0.929629846598372,,0.9395438575807592,0.9395438575807592,,0.76,0.8431223611111112
605,5,13,5,0.7,0.2,1000,diverse,0.926589686436192,,0.9395438575807592,0.9395438575807592,,0.76,0.8424404537037036
606,5,13,5,0.7,0.2,1000,diverse,0.923616699445424,,0.9395438575807592,0.9395438575807592,,0.76,0.837564512345679
607,5,13,5,0.7,0.2,1000,diverse,0.9251641970882318,,0.9395438575807592,0.9395438575807592,,0.7600000000000002,0.8398382191358025
608,5,13,5,0.7,0.2,1000,diverse,0.9229506679242824,,0.9395438575807592,0.9395438575807592,,0.76,0.8376237407407408
609,5,13,5,0.7,0.2,1000,diverse,0.9205545933564382,,0.9395438575807592,0.9395438575807592,,0.76,0.8343454567901236
610,5,13,5,0.7,0.2,1000,diverse,0.9254665407355632,,0.9395438575807592,0.9395438575807592,,0.7600000000000002,0.8404948796296295
611,5,13,5,0.7,0.2,1000,diverse,0.9214056722883648,,0.9395438575807592,0.9395438575807592,,0.76,0.8331721851851851
612,5,13,5,0.7,0.2,1000,diverse,0.9162619342571742,,0.9395438575807592,0.9395438575807592,,0.7600000000000001,0.8318420555555555
