,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,13,5,0.65,0.2,10000,expert,0.8737274586805555,,0.88055898906893,0.8732228280521261,0.2777777777777775,0.8487766718106996
1,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8850719676642134,,0.8726842506787729,0.8908560888500898,0.5722222222222224,0.8144618398491084
2,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8850698248107312,,0.8726842506787729,0.8904750577053158,0.5777777777777778,0.8129165329218107
3,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8848180467711271,,0.8726842506787729,0.8909314058223763,0.5777777777777782,0.8134006378600822
4,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8853208926542635,,0.8726842506787729,0.8906499008484088,0.566666666666667,0.8154490260631002
5,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8855470157192336,,0.8726842506787729,0.8903849627503739,0.5722222222222224,0.8139914351851851
6,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8856387180036691,,0.8726842506787729,0.8908560888500898,0.5722222222222223,0.8144820250342936
7,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8848908183286892,,0.8726842506787729,0.8909314058223763,0.5777777777777782,0.8134002520576132
8,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.885726741822259,,0.8726842506787729,0.8908560888500898,0.5722222222222224,0.8144800308641975
9,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8860855674712096,,0.8726842506787729,0.8906499008484088,0.5666666666666669,0.8153917566872427
10,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8850897811038316,,0.8726842506787729,0.8909314058223763,0.577777777777778,0.8134007287379972
11,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8856274273736395,,0.8726842506787729,0.8901696709489291,0.5722222222222223,0.8139108719135802
12,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8840892479619544,,0.8726842506787729,0.8896922642149427,0.5611111111111114,0.8158501903292181
13,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8847607099613444,,0.8667068567605203,0.8904298859190894,0.5666666666666669,0.8152821965020576
14,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8860183621787623,,0.8726842506787729,0.8903202536986468,0.5611111111111116,0.8163837268518519
15,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8858102037172504,,0.8726842506787729,0.8908560888500898,0.5722222222222224,0.8144898276748971
16,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8845720879284316,,0.8726842506787729,0.8901772804716506,0.5666666666666668,0.8149558727709192
17,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8850828404452085,,0.8726842506787729,0.8901760404824128,0.5666666666666672,0.8149813580246913
18,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8854669046494179,,0.8726842506787729,0.8906499008484088,0.5666666666666669,0.8154205332647462
19,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8844720340454255,,0.8726842506787729,0.8909314058223763,0.577777777777778,0.8133996707818931
20,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8853990885268794,,0.8726842506787729,0.8909314058223763,0.5777777777777781,0.8134021862139919
21,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8853957530050378,,0.8726842506787729,0.8901818423557681,0.5666666666666669,0.814998712277092
22,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8849079757347,,0.8726842506787729,0.8908143830434148,0.577777777777778,0.8133047170781893
23,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8857781505460116,,0.8726842506787729,0.8906499008484088,0.566666666666667,0.8154265817901235
24,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8851726348139917,,0.8667068567605203,0.8894372977452807,0.5444444444444445,0.8187043501371742
25,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8860193149680757,,0.8726842506787729,0.8906499008484088,0.5666666666666669,0.8154254732510289
26,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8855239175107448,,0.8726842506787729,0.8908560888500898,0.5722222222222224,0.8144770113168723
27,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8866757896606388,,0.8726842506787729,0.8908560888500898,0.5722222222222224,0.8145020318930043
28,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8859742255210199,,0.8667068567605203,0.8900307563423934,0.5444444444444443,0.8192129972565159
29,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8857376509776995,,0.8726842506787729,0.8903849627503739,0.5722222222222224,0.8139932098765432
30,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8832082897751186,,0.8667068567605203,0.889388790992854,0.5666666666666668,0.814404475308642
31,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8854231156608638,,0.8667068567605203,0.8899411019463386,0.5611111111111113,0.815838816872428
32,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8844230381355747,,0.8667068567605203,0.8893802383790732,0.55,0.8176984696502059
33,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8857914050772446,,0.8726842506787729,0.8904313604463041,0.5611111111111113,0.8164186865569274
34,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8850651014668742,,0.8667068567605203,0.8896831645881352,0.5499999999999999,0.8178541563786008
35,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8854148570948461,,0.8726842506787729,0.8904313604463041,0.5611111111111113,0.8164219393004115
36,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8849033088636388,,0.8667068567605203,0.8902637105176667,0.5555555555555558,0.8172694238683128
37,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8855569720834842,,0.8667068567605203,0.8902637105176667,0.5555555555555558,0.8173088065843621
38,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8861747819275108,,0.8726842506787729,0.8899708681873277,0.5555555555555558,0.8169512191358025
39,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8846728455214724,,0.8667068567605203,0.8893594255314484,0.5444444444444446,0.8187677297668038
40,9,13,5,0.65,0.2,10000,qualified_diverse_90,0.8858643706150982,,0.8726842506787729,0.8908560888500898,0.5722222222222224,0.8144890303497943
