,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,13,7,0.75,0.2,1000,expert,0.9736281860499186,,0.9762879990326933,0.9734134821971308,,0.1984126984126985,0.964171952017604
1,9,13,7,0.75,0.2,1000,diverse,0.9736109558466534,,0.9770650109067294,0.9770650109067294,,0.5158730158730157,0.9305830606233804
2,9,13,7,0.75,0.2,1000,diverse,0.9715634690863256,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.929106973108139
3,9,13,7,0.75,0.2,1000,diverse,0.9733339776770712,,0.9770650109067294,0.9770650109067294,,0.5158730158730159,0.9316959779854442
4,9,13,7,0.75,0.2,1000,diverse,0.9728525139309444,,0.9770650109067294,0.9770650109067294,,0.515873015873016,0.9310574179812529
5,9,13,7,0.75,0.2,1000,diverse,0.9741903101483068,,0.9770650109067294,0.9770650109067294,,0.5158730158730157,0.9316294514698598
6,9,13,7,0.75,0.2,1000,diverse,0.9733251727927305,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.9287721479195246
7,9,13,7,0.75,0.2,1000,diverse,0.9741755201357224,,0.9770650109067294,0.9770650109067294,,0.515873015873016,0.9308905833619114
8,9,13,7,0.75,0.2,1000,diverse,0.974592315527798,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.93279601751829
9,9,13,7,0.75,0.2,1000,diverse,0.9740574999868444,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.931764272576589
10,9,13,7,0.75,0.2,1000,diverse,0.973095880749175,,0.9770650109067294,0.9770650109067294,,0.515873015873016,0.932677271033379
11,9,13,7,0.75,0.2,1000,diverse,0.9739147016524214,,0.9770650109067294,0.9770650109067294,,0.5158730158730159,0.9330237855224052
12,9,13,7,0.75,0.2,1000,diverse,0.9737292418424464,,0.9770650109067294,0.9770650109067294,,0.5158730158730159,0.9321158557860844
13,9,13,7,0.75,0.2,1000,diverse,0.9734501461296462,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.9304528323712088
14,9,13,7,0.75,0.2,1000,diverse,0.9723190462868376,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.930272975346746
15,9,13,7,0.75,0.2,1000,diverse,0.9743552227666502,,0.9770650109067294,0.9770650109067294,,0.5158730158730159,0.932517885869151
16,9,13,7,0.75,0.2,1000,diverse,0.9745771701010608,,0.9770650109067294,0.9770650109067294,,0.5158730158730159,0.9318039029301936
17,9,13,7,0.75,0.2,1000,diverse,0.9733843822187878,,0.9770650109067294,0.9770650109067294,,0.5158730158730158,0.9292410285208048
