,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,diversity,average
0,9,13,5,0.75,0.2,10000,expert,0.9650423921767832,,0.9734498644547324,0.9646181165937928,0.2777777777777775,0.9492573045267492
1,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9741072661910604,,0.977065010906729,0.9778978652991652,0.6833333333333331,0.9059777160493828
2,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.975046848962755,,0.977065010906729,0.9782069039196768,0.6833333333333333,0.907074609053498
3,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9742644240769266,,0.977065010906729,0.9778439253423188,0.6833333333333335,0.9055162937242796
4,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9755333630745674,,0.977065010906729,0.9790881447066364,0.6777777777777777,0.9089300205761316
5,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9749838495413152,,0.977065010906729,0.97855452026807,0.6777777777777777,0.907795882201646
6,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9741132659794226,,0.977065010906729,0.9779126186222286,0.6833333333333332,0.90602658436214
7,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9733211494043658,,0.977065010906729,0.9780138651858074,0.6833333333333332,0.9064866152263374
8,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974389994329266,,0.977065010906729,0.9780041744043524,0.6833333333333335,0.9063765123456792
9,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9743243156820126,,0.977065010906729,0.9784571763645958,0.6777777777777778,0.9072639866255146
10,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9748218348855804,,0.977065010906729,0.9779126186222286,0.6833333333333332,0.9060525257201646
11,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9742377019416504,,0.977065010906729,0.9782069039196768,0.6833333333333333,0.906950867626886
12,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9744630421654932,,0.977065010906729,0.9786405969374944,0.6777777777777776,0.907665452674897
13,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9746713650003586,,0.977065010906729,0.9791481413354968,0.6777777777777776,0.9084940089163236
14,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974733693049922,,0.977065010906729,0.9781071096532986,0.6833333333333332,0.9068157981824416
15,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9752940942544744,,0.977065010906729,0.9782069039196768,0.6833333333333335,0.9071241666666668
16,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9746288268458329,,0.977065010906729,0.9781071096532986,0.6833333333333331,0.9067925360082304
17,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9751419595709018,,0.977065010906729,0.9790881447066364,0.6777777777777777,0.9088879115226336
18,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9745332018835592,,0.977065010906729,0.9789553881270028,0.6777777777777778,0.9081435013717422
19,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9744308660493368,,0.977065010906729,0.9789353440117108,0.6777777777777776,0.9079189471879288
20,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9733567474125698,,0.977065010906729,0.9778439253423188,0.6833333333333331,0.905668936042524
21,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9742907456326452,,0.977065010906729,0.9782069039196768,0.6833333333333333,0.907205195473251
22,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974566246654382,,0.977065010906729,0.9781071096532986,0.6833333333333333,0.9068411522633744
23,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9747097579000435,,0.977065010906729,0.9780138651858074,0.6833333333333332,0.906333672839506
24,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.973626659484762,,0.977065010906729,0.9777329389600256,0.6833333333333332,0.9053714763374484
25,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9751512068189602,,0.977065010906729,0.9785302527276628,0.6777777777777778,0.9078975840192044
26,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9754188797247976,,0.977065010906729,0.9792600377182558,0.6777777777777778,0.9090165534979424
27,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9741214370420328,,0.977065010906729,0.9780041744043524,0.6833333333333332,0.9064870576131686
28,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9751229515695252,,0.977065010906729,0.9782069039196768,0.6833333333333332,0.907265596707819
29,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9751905371516189,,0.977065010906729,0.9792600377182558,0.6777777777777776,0.9088391203703704
30,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9741064966766584,,0.977065010906729,0.9781071096532986,0.6833333333333331,0.9067612037037036
31,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974392644999132,,0.977065010906729,0.9786034931654184,0.6777777777777777,0.9080241769547324
32,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9750103680072958,,0.977065010906729,0.9790660468073652,0.6777777777777773,0.9086375874485596
33,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9745163592170122,,0.977065010906729,0.9780041744043524,0.6833333333333331,0.9064199039780524
34,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9748816407129,,0.977065010906729,0.9789193431941482,0.6777777777777777,0.9085999417009604
35,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9761793213408542,,0.977065010906729,0.9798884879364852,0.6666666666666665,0.9121566152263374
36,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9752997990899888,,0.977065010906729,0.9790881447066364,0.6777777777777778,0.9090308436213992
37,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.973831826113968,,0.977065010906729,0.9779126186222286,0.6833333333333332,0.9060044255829904
38,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9743677757869184,,0.977065010906729,0.9782069039196768,0.683333333333333,0.9071085913923184
39,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974277304773329,,0.977065010906729,0.9780138651858074,0.6833333333333332,0.906362556584362
40,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974108623787014,,0.977065010906729,0.9779126186222286,0.6833333333333332,0.905983979766804
41,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.97427712847544,,0.977065010906729,0.9781071096532986,0.6833333333333332,0.9065971116255144
42,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974848229466791,,0.977065010906729,0.9792600377182558,0.6777777777777779,0.9087656069958848
43,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9748591376093102,,0.977065010906729,0.9791481413354968,0.6777777777777776,0.9086155898491084
44,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9742307963516316,,0.977065010906729,0.9789846089672386,0.6777777777777777,0.9085064266117968
45,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9748024423839152,,0.977065010906729,0.9790405768962964,0.6777777777777776,0.9080343947187928
46,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9756896483183832,,0.977065010906729,0.9790881447066364,0.6777777777777777,0.9089748559670782
47,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.97458908672457,,0.977065010906729,0.97886062864042,0.6777777777777776,0.9082830812757202
48,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9749916618087772,,0.977065010906729,0.9788810393659818,0.6777777777777776,0.9080422942386832
49,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.975119659848066,,0.977065010906729,0.9789193431941482,0.6777777777777775,0.9086099794238682
50,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9732932402313732,,0.977065010906729,0.9777452395289292,0.6833333333333331,0.9053464746227708
51,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.975195609283982,,0.977065010906729,0.9782069039196768,0.6833333333333332,0.9072199537037036
52,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974448302340983,,0.977065010906729,0.9780138651858074,0.6833333333333336,0.9062474314128944
53,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.974718082358234,,0.977065010906729,0.9782069039196768,0.6833333333333333,0.9072164994855968
54,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9744800241665192,,0.977065010906729,0.9782069039196768,0.6833333333333335,0.9070779458161868
55,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9756839656725352,,0.977065010906729,0.9788810393659818,0.6777777777777777,0.9083766255144032
56,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9743625188398232,,0.977065010906729,0.9780041744043524,0.6833333333333331,0.9062549091220852
57,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9734302224201428,,0.977065010906729,0.9776681298978576,0.6833333333333331,0.9049939797668038
58,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.97305298602349,,0.977065010906729,0.9777452395289292,0.6833333333333331,0.9054036111111112
59,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9754430412048128,,0.977065010906729,0.9782069039196768,0.6833333333333335,0.9067600317215364
60,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.97444504942494,,0.977065010906729,0.9785796185125883,0.6777777777777776,0.9081969238683126
61,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9741911449256032,,0.977065010906729,0.9781071096532986,0.6833333333333332,0.9065421913580248
62,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.9746389672540018,,0.977065010906729,0.9781071096532986,0.6833333333333333,0.9066769495884772
63,9,13,5,0.75,0.2,10000,qualified_diverse_50,0.97434436480103,,0.977065010906729,0.9780138651858074,0.6833333333333331,0.9064113614540468
