Unnamed: 0,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy,precision,pool_accuracy,bounded_pool_accuracy,diversity,average
0,9,13,5,0.6,0.25,1000,expert,0.8262094700472378,,0.8154907465905941,0.8262641414458936,0.2777777777777778,0.8007083590836387
1,9,13,5,0.6,0.25,1000,diverse,0.76824483414382,,0.7741046280589915,0.7748965860303011,0.6833333333333333,0.6875926205699695
2,9,13,5,0.6,0.25,1000,diverse,0.7756226193389112,,0.7741046280589915,0.7775660011093085,0.6833333333333333,0.6919181631130642
3,9,13,5,0.6,0.25,1000,diverse,0.7587046014408875,,0.7741046280589915,0.7744796877783943,0.6833333333333333,0.686231835749957
4,9,13,5,0.6,0.25,1000,diverse,0.7675490395509198,,0.7741046280589915,0.7752904915666953,0.6833333333333333,0.6877162923478493
5,9,13,5,0.6,0.25,1000,diverse,0.77669391660206,,0.7741046280589915,0.778528040782947,0.6833333333333333,0.6940486940033838
6,9,13,5,0.6,0.25,1000,diverse,0.763836499790809,,0.7741046280589915,0.774698780337035,0.6833333333333333,0.6868842626216349
7,9,13,5,0.6,0.25,1000,diverse,0.7672798788848204,,0.7741046280589915,0.773976651197568,0.6833333333333333,0.6849859821385512
8,9,13,5,0.6,0.25,1000,diverse,0.7589617551774902,,0.7741046280589915,0.7719657416347615,0.6833333333333333,0.6819239867293327
9,9,13,5,0.6,0.25,1000,diverse,0.7509215696933057,,0.7741046280589915,0.7674745325954647,0.6833333333333333,0.6759210070415648
10,9,13,5,0.6,0.25,1000,diverse,0.7725885237503408,,0.7741046280589915,0.7771541509065832,0.6833333333333333,0.6908891741516363
11,9,13,5,0.6,0.25,1000,diverse,0.7510660560701267,,0.7741046280589915,0.7697180216340779,0.6833333333333333,0.6779241880030168
12,9,13,5,0.6,0.25,1000,diverse,0.7572794625790279,,0.7741046280589915,0.7700421689889457,0.6833333333333333,0.6799970517390581
13,9,13,5,0.6,0.25,1000,diverse,0.7736988012574032,,0.7741046280589915,0.7771065145195769,0.6833333333333333,0.6918479421406813
14,9,13,5,0.6,0.25,1000,diverse,0.7573184289210816,,0.7741046280589915,0.7723708796257026,0.6833333333333333,0.683263425236036
15,9,13,5,0.6,0.25,1000,diverse,0.7646120125762105,,0.7741046280589915,0.7730226948685416,0.6833333333333333,0.6848855167978125
16,9,13,5,0.6,0.25,1000,diverse,0.7666977114196342,,0.7741046280589915,0.7744831794483665,0.6833333333333333,0.6872279625711323
17,9,13,5,0.6,0.25,1000,diverse,0.7704565366227006,,0.7741046280589915,0.7757262718601693,0.6833333333333333,0.6894188958112301
18,9,13,5,0.6,0.25,1000,diverse,0.7634962443939158,,0.7741046280589915,0.7734448902470729,0.6833333333333333,0.6844219822309832
19,9,13,5,0.6,0.25,1000,diverse,0.7694434394774939,,0.7741046280589915,0.7753418280034651,0.6833333333333333,0.6871960600726594
20,9,13,5,0.6,0.25,1000,diverse,0.7681697792610266,,0.7741046280589915,0.7749417972296301,0.6833333333333333,0.6882574036448286
21,9,13,5,0.6,0.25,1000,diverse,0.7588690943459288,,0.7741046280589915,0.7709781966611416,0.6833333333333333,0.681463034276138
22,9,13,5,0.6,0.25,1000,diverse,0.7498856256966574,,0.7741046280589915,0.7683270106790302,0.6833333333333333,0.6768794113397792
23,9,13,5,0.6,0.25,1000,diverse,0.7648179576607307,,0.7741046280589915,0.773918658854447,0.6833333333333333,0.6865075548010303
24,9,13,5,0.6,0.25,1000,diverse,0.770605618777804,,0.7741046280589915,0.7766291245601279,0.6833333333333333,0.6890741554216299
25,9,13,5,0.6,0.25,1000,diverse,0.7611152447847708,,0.7741046280589915,0.7737214252274575,0.6833333333333333,0.6858700681048524
26,9,13,5,0.6,0.25,1000,diverse,0.769194171391442,,0.7741046280589915,0.7763652634557171,0.6833333333333333,0.6895066685981905
27,9,13,5,0.6,0.25,1000,diverse,0.7602765587712833,,0.7741046280589915,0.7719878007875732,0.6833333333333333,0.6813752358820407
28,9,13,5,0.6,0.25,1000,diverse,0.7743561539208631,,0.7741046280589915,0.7757644630460633,0.6833333333333333,0.6878996210093555
29,9,13,5,0.6,0.25,1000,diverse,0.7615711406361853,,0.7741046280589915,0.7724583082088624,0.6833333333333333,0.683070778607655
30,9,13,5,0.6,0.25,1000,diverse,0.7438685524509717,,0.7741046280589915,0.7653570747831874,0.6833333333333333,0.6715628935687532
31,9,13,5,0.6,0.25,1000,diverse,0.7641150156050353,,0.7741046280589915,0.7711299854731358,0.6833333333333333,0.6807973524606963
32,9,13,5,0.6,0.25,1000,diverse,0.755070959895438,,0.7741046280589915,0.7711666804606866,0.6833333333333333,0.6810132574186599
33,9,13,5,0.6,0.25,1000,diverse,0.754304290598592,,0.7741046280589915,0.7690184405759074,0.6833333333333333,0.6781208817646042
34,9,13,5,0.6,0.25,1000,diverse,0.7643041563900156,,0.7741046280589915,0.774999405526572,0.6833333333333333,0.6871250590391642
35,9,13,5,0.6,0.25,1000,diverse,0.7657215962930327,,0.7741046280589915,0.774803138478929,0.6833333333333333,0.6866108764447499
36,9,13,5,0.6,0.25,1000,diverse,0.751629615891726,,0.7741046280589915,0.7695404912971578,0.6833333333333333,0.6779031178968139
37,9,13,5,0.6,0.25,1000,diverse,0.7569701774898784,,0.7741046280589915,0.7706942445211874,0.6833333333333333,0.6808910056500638
38,9,13,5,0.6,0.25,1000,diverse,0.7622678460850464,,0.7741046280589915,0.7727075251882328,0.6833333333333333,0.6841589320857043
39,9,13,5,0.6,0.25,1000,diverse,0.7634174693796015,,0.7741046280589915,0.7738902303823484,0.6833333333333333,0.6859003052310393
40,9,13,5,0.6,0.25,1000,diverse,0.7660842652522738,,0.7741046280589915,0.773940087937048,0.6833333333333333,0.6854133599727928
41,9,13,5,0.6,0.25,1000,diverse,0.7609837273001646,,0.7741046280589915,0.7724484646772906,0.6833333333333333,0.6836420961783451
