,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,21,5,0.7,0.2,1000,expert,0.94047506721424,,0.95878138152704,0.939728967585472,,0.2777777777777775,0.9214843991111112
1,9,21,5,0.7,0.2,1000,diverse,0.96047,0.00241536848818,0.9747397420360358,0.97225,0.0020360974327486,0.8500000000000001,0.8361217149777778
2,9,21,5,0.7,0.2,1000,diverse,0.96147,0.0023858627688715,0.9747397420360358,0.97257,0.002024656840176,0.8499999999999998,0.8371929957333333
3,9,21,5,0.7,0.2,1000,diverse,0.96525,0.0022702589491241,0.9747397420360358,0.97455,0.001952198806524,0.8499999999999999,0.8420950237555554
4,9,21,5,0.7,0.2,1000,diverse,0.96379,0.0023157067258183,0.9747397420360358,0.97348,0.0019917203617481,0.8499999999999999,0.8392788117333333
5,9,21,5,0.7,0.2,1000,diverse,0.96166,0.0023802080352754,0.9747397420360358,0.97178,0.0020527713122049,0.8499999999999999,0.8354634086666667
6,9,21,5,0.7,0.2,1000,diverse,0.96642,0.0022330651153315,0.9747397420360358,0.97536,0.0019216792862981,0.8499999999999998,0.8432610316444444
7,9,21,5,0.7,0.2,1000,diverse,0.96178,0.0023766284898718,0.9747397420360358,0.97244,0.0020293132949036,0.85,0.8381568621777777
8,9,21,5,0.7,0.2,1000,diverse,0.9604,0.0024174180212386,0.9747397420360358,0.97187,0.0020495902241164,0.8499999999999998,0.8357935561333334
9,9,21,5,0.7,0.2,1000,diverse,0.96103,0.002398897888052,0.9747397420360358,0.97069,0.0020908663522334,0.85,0.8351548122222222
10,9,21,5,0.7,0.2,1000,diverse,0.9602,0.0024232625663207,0.9747397420360358,0.97153,0.0020615787458675,0.8499999999999999,0.8351699210666668
11,9,21,5,0.7,0.2,1000,diverse,0.95938,0.0024470530044868,0.9747397420360358,0.97042,0.0021001825264148,0.8499999999999998,0.8338456630222223
12,9,21,5,0.7,0.2,1000,diverse,0.96289,0.0023432137226806,0.9747397420360358,0.9725,0.0020271656502213,0.8499999999999998,0.8367232644000001
13,9,21,5,0.7,0.2,1000,diverse,0.96498,0.0022787428224038,0.9747397420360358,0.97383,0.0019788894022723,0.8499999999999999,0.8408667769777778
14,9,21,5,0.7,0.2,1000,diverse,0.966,0.0022464983730854,0.9747397420360358,0.97473,0.0019454625455102,0.8499999999999998,0.8431784857333333
15,9,21,5,0.7,0.2,1000,diverse,0.9624,0.0023580326616545,0.9747397420360358,0.97274,0.0020185494812601,0.8499999999999998,0.8380154680444444
16,9,21,5,0.7,0.2,1000,diverse,0.95887,0.0024617123645616,0.9747397420360358,0.97047,0.0020984608321048,0.8499999999999996,0.8341539505777776
17,9,21,5,0.7,0.2,1000,diverse,0.96116,0.0023950552794806,0.9747397420360358,0.97181,0.0020517115649274,0.8499999999999999,0.8365555456
18,9,21,5,0.7,0.2,1000,diverse,0.96184,0.0023748363445088,0.9747397420360358,0.97297,0.0020102535344823,0.8499999999999999,0.8381315376000001
19,9,21,5,0.7,0.2,1000,diverse,0.9631,0.0023368291485581,0.9747397420360358,0.97344,0.0019931808964819,0.8499999999999998,0.8393561742666666
20,9,21,5,0.7,0.2,1000,diverse,0.95902,0.0024574115540572,0.9747397420360358,0.97112,0.0020759320327008,0.85,0.8355104092888888
21,9,21,5,0.7,0.2,1000,diverse,0.96261,0.0023516950430935,0.9747397420360358,0.97371,0.0019832990088997,0.8499999999999998,0.8397369821777778
22,9,21,5,0.7,0.2,1000,diverse,0.9596,0.0024406971211297,0.9747397420360358,0.97158,0.0020598206448514,0.8499999999999999,0.8359685681777778
23,9,21,5,0.7,0.2,1000,diverse,0.95779,0.0024924181889871,0.9747397420360358,0.96956,0.0021295495800193,0.8499999999999999,0.8319563554666667
24,9,21,5,0.7,0.2,1000,diverse,0.96258,0.0023526016387935,0.9747397420360358,0.97298,0.0020098919726467,0.85,0.8387854375555555
25,9,21,5,0.7,0.2,1000,diverse,0.95967,0.0024386706811518,0.9747397420360358,0.97151,0.0020622815144577,0.8499999999999998,0.8344836639111111
26,9,21,5,0.7,0.2,1000,diverse,0.96418,0.0023036682501496,0.9747397420360358,0.97383,0.0019788894022723,0.8499999999999998,0.8411624533777778
27,9,21,5,0.7,0.2,1000,diverse,0.96374,0.0023172448676391,0.9747397420360358,0.97355,0.0019891615481177,0.85,0.8390748567777779
28,9,21,5,0.7,0.2,1000,diverse,0.96037,0.0024182957655041,0.9747397420360358,0.9725,0.0020271656502213,0.8499999999999998,0.8347584261333333
29,9,21,5,0.7,0.2,1000,diverse,0.96109,0.0023971252764263,0.9747397420360358,0.97284,0.0020149472404429,0.8499999999999996,0.8377386556444445
30,9,21,5,0.7,0.2,1000,diverse,0.96269,0.0023492754563483,0.9747397420360358,0.9728,0.0020163890004558,0.8499999999999995,0.8380069425777777
31,9,21,5,0.7,0.2,1000,diverse,0.96066,0.0024097951081307,0.9747397420360358,0.97009,0.0021115059379519,0.8499999999999996,0.8346129584444445
32,9,21,5,0.7,0.2,1000,diverse,0.96442,0.0022962235282313,0.9747397420360358,0.97322,0.0020011925878544,0.85,0.8395901997555556
33,9,21,5,0.7,0.2,1000,diverse,0.96171,0.0023787173256879,0.9747397420360358,0.97048,0.0020981163017352,0.8499999999999996,0.8362009799777778
34,9,21,5,0.7,0.2,1000,diverse,0.95734,0.0025050800874593,0.9747397420360358,0.96779,0.0021885880029579,0.8499999999999999,0.8301040173333333
35,9,21,5,0.7,0.2,1000,diverse,0.96437,0.0022977768187271,0.9747397420360358,0.97237,0.002031815667145,0.8499999999999999,0.8397239652
36,9,21,5,0.7,0.2,1000,diverse,0.96206,0.0023682515435909,0.9747397420360358,0.97149,0.0020629840138517,0.85,0.8363695320888889
