,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,diversity,average
0,9,17,5,0.65,0.2,10000,expert,0.8854083970638277,,0.901800411748886,0.8846230286724092,0.2777777777777775,0.8614377332899307
1,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909737976368856,,0.9025750441378728,0.9175808632446512,0.6833333333333333,0.8171195187717015
2,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.911113421035385,,0.8982772691477118,0.9178034568616776,0.6777777777777781,0.8188477221679688
3,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9090420561396684,,0.8971567005627864,0.9170462104452138,0.683333333333333,0.8166179481336805
4,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9099473505877536,,0.8960172469744114,0.9171136534913612,0.6833333333333335,0.8164943356662326
5,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096217942649684,,0.9007190874198865,0.916344887632811,0.661111111111111,0.821283088921441
6,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096143886049216,,0.9051959452645172,0.9171285531145722,0.6777777777777776,0.817952203233507
7,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9101285170892558,,0.8971567005627864,0.9175043491530348,0.6777777777777778,0.8184841198730468
8,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9092128330338064,,0.9025750441378728,0.917173113984854,0.6888888888888887,0.8151637969292536
9,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9092516896720858,,0.8971567005627864,0.91702754115217,0.6777777777777775,0.8180303833007813
10,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096955407826728,,0.8960172469744114,0.916797238049178,0.6833333333333336,0.8161816704644097
11,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910999264067624,,0.8982772691477118,0.9178034568616776,0.6777777777777777,0.8187816663953993
12,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9112861278669636,,0.8982772691477118,0.9183944031615212,0.6888888888888889,0.8165473790147568
13,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909534253892433,,0.9025750441378728,0.9172405592533932,0.6833333333333335,0.8167411927625867
14,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909976088150974,,0.907434374186835,0.9172313341110264,0.6833333333333333,0.8168212706163195
15,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9095263723747996,,0.8982772691477118,0.9167999265610322,0.672222222222222,0.8193175469292535
16,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096709600147432,,0.8960172469744114,0.9167813966860582,0.6777777777777777,0.8177572433132596
17,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9093777051315318,,0.8982772691477118,0.9173465739234548,0.6833333333333331,0.816851067437066
18,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9099719479905032,,0.8982772691477118,0.917686085692856,0.6944444444444444,0.8142952430555556
19,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9095411717394204,,0.9025750441378728,0.91674475361347,0.6833333333333335,0.8163060080295139
20,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9106897695709756,,0.9025750441378728,0.9178956147520748,0.688888888888889,0.8159711716037327
21,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.90968612214344,,0.907434374186835,0.9173497983798112,0.6722222222222222,0.819744771592882
22,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9106311819619408,,0.8982772691477118,0.917771398132882,0.6833333333333333,0.8173517795138889
23,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9101610369057856,,0.9025750441378728,0.9175808632446512,0.683333333333333,0.8170920941840278
24,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9100550127913508,,0.9025750441378728,0.9178956147520748,0.688888888888889,0.815936551920573
25,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9071650828190256,,0.8960172469744114,0.9164388105014108,0.6777777777777777,0.8173908515082465
26,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9100294778426172,,0.8971567005627864,0.9171357528247602,0.683333333333333,0.8167155631510418
27,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9103977418516332,,0.8982772691477118,0.9177659918831584,0.688888888888889,0.8158230683051215
28,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9103208755402876,,0.8971567005627864,0.9171359339687802,0.6777777777777778,0.818069704047309
29,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9105762384276662,,0.8982772691477118,0.9184022813617756,0.6944444444444443,0.8150007896592882
30,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9098404891818456,,0.8971567005627864,0.9174296383727104,0.6833333333333331,0.816976200358073
31,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909319268214728,,0.907434374186835,0.917612172505506,0.6833333333333331,0.8172131125217015
32,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096902573016272,,0.8982772691477118,0.9174360527680736,0.6777777777777775,0.8183921644422744
33,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9107541465564823,,0.8982772691477118,0.9183944031615212,0.6888888888888888,0.816537972547743
34,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910427695556448,,0.8982772691477118,0.9183944031615212,0.6888888888888886,0.8165269308810764
35,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9090709497794776,,0.9063151597256764,0.916108834091105,0.661111111111111,0.8211528857421876
36,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9097057864290792,,0.8982772691477118,0.9179604646668834,0.6944444444444442,0.8145952647569444
37,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9087918769316028,,0.8971567005627864,0.9170764513646258,0.6888888888888887,0.8150832750108506
38,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9112046634945508,,0.8982772691477118,0.9178034568616776,0.6777777777777776,0.8187982316758897
39,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9109959126279062,,0.8982772691477118,0.9183944031615212,0.6888888888888889,0.8165158713107639
40,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9107996685102216,,0.8982772691477118,0.9177187624236592,0.6833333333333332,0.8172763406032986
41,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910508805104774,,0.907434374186835,0.917624265758462,0.6777777777777776,0.8186116509331598
42,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909485097676315,,0.8982772691477118,0.9177187624236592,0.6833333333333331,0.8171991874186199
43,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910152488345388,,0.907434374186835,0.9174071752986528,0.6666666666666665,0.8211208303493922
44,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9105888763261336,,0.8982772691477118,0.918451971825967,0.6944444444444442,0.8150582438151042
45,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.91009287845529,,0.8971567005627864,0.916819884922765,0.6722222222222222,0.8191859130859377
46,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9109688375849712,,0.8982772691477118,0.9181073089983202,0.6833333333333333,0.8176118744574653
47,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9093885783006735,,0.8982772691477118,0.9170216420400812,0.6833333333333335,0.8165620715332031
48,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910368606651758,,0.8982772691477118,0.9184022813617756,0.6944444444444443,0.8150016959635417
49,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9098599753263336,,0.8960172469744114,0.9171901921850584,0.6833333333333333,0.8166461732313368
50,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9101110072296174,,0.8982772691477118,0.9173599036708026,0.6833333333333331,0.8169480740017362
51,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9098930524601402,,0.8982772691477118,0.9177187624236592,0.6833333333333333,0.8172749362521702
52,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9105309916003448,,0.907434374186835,0.9173250338757432,0.6777777777777779,0.8183408329264323
53,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9109700983628578,,0.8982772691477118,0.9183944031615212,0.6888888888888888,0.816530072631836
54,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9107841320643072,,0.9025750441378728,0.9181855706848868,0.6944444444444446,0.8147638720703125
55,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9103853142750012,,0.8982772691477118,0.9177187624236592,0.6833333333333332,0.8172534057617189
56,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9103510022126632,,0.9025750441378728,0.9181855706848868,0.6944444444444444,0.8147597962782118
57,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096345594678558,,0.907434374186835,0.9171898055718276,0.6777777777777779,0.8182562565104168
58,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9095123247808704,,0.8971567005627864,0.9174625730452624,0.6888888888888884,0.8154680604383681
59,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9099449851683392,,0.8971567005627864,0.9177202521991328,0.6888888888888887,0.81577064195421
60,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9098084110170468,,0.8971567005627864,0.916505213539194,0.6666666666666662,0.8201889407009549
61,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9103327917936226,,0.907434374186835,0.917624265758462,0.6777777777777779,0.8186628016493055
62,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.91052486910179,,0.8971567005627864,0.9180927255630336,0.6888888888888891,0.8161925486924914
63,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909255691541158,,0.907434374186835,0.9163674206725448,0.6666666666666665,0.8200977806939019
64,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909374617489306,,0.9051959452645172,0.9173841191403466,0.6833333333333333,0.8169008040364584
65,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.911008049426858,,0.8982772691477118,0.9183944031615212,0.6888888888888889,0.8165274538845487
66,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.909471487237164,,0.9025750441378728,0.91683843997721,0.6833333333333332,0.8163928724500868
67,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9095859557944342,,0.8960172469744114,0.9172035497599392,0.6777777777777775,0.818031328938802
68,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9103452093870936,,0.8971567005627864,0.9180927255630336,0.6888888888888886,0.8161677205403647
69,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9105177112343192,,0.8971567005627864,0.9178077475247252,0.6833333333333333,0.8173600843641493
70,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910201455946891,,0.907434374186835,0.9168380414172363,0.6722222222222222,0.8193775482855904
71,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9105525007617892,,0.8982772691477118,0.9173465739234548,0.6833333333333331,0.8168021313476561
72,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9108179859760394,,0.8982772691477118,0.9176851616443898,0.6833333333333335,0.8173146693250869
73,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9106147497285236,,0.9025750441378728,0.9175808632446512,0.6833333333333333,0.8171084054904515
74,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9100738750418998,,0.8982772691477118,0.916987571850666,0.6777777777777776,0.8180933018663195
75,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910652769643654,,0.9025750441378728,0.9181855706848868,0.6944444444444445,0.8147659484863281
76,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9097638258477974,,0.9025750441378728,0.9175808632446512,0.6833333333333333,0.8170793766276042
77,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9088338554706048,,0.8982772691477118,0.917403908739408,0.683333333333333,0.816894428982205
78,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9109154254736022,,0.8982772691477118,0.9183944031615212,0.6888888888888891,0.8165315635850695
79,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9088369669188068,,0.8971567005627864,0.9166078493119808,0.6666666666666667,0.820221967569987
80,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9096518163502022,,0.9025750441378728,0.9172405592533932,0.6833333333333332,0.8167103358289931
81,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9106961684090472,,0.9063151597256764,0.916799410662652,0.6666666666666666,0.8203906751844617
82,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9098472010332302,,0.8982772691477118,0.9177927224157292,0.6833333333333331,0.8173273404947917
83,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9097606540733152,,0.9025750441378728,0.9170558509549404,0.6888888888888887,0.8151395151095921
84,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9105662993277333,,0.8982772691477118,0.9178034568616776,0.677777777777778,0.8188301043023004
85,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9100608862975798,,0.9025750441378728,0.9179207345864284,0.6944444444444443,0.8144636615668402
86,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9100852803174982,,0.8982772691477118,0.9174363657798263,0.6833333333333331,0.8170406537543404
87,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910295307660301,,0.8971567005627864,0.9174709153298304,0.6833333333333336,0.817010555826823
88,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9098146369250628,,0.8971567005627864,0.9171359339687802,0.6777777777777777,0.8179594892035591
89,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.910360516712202,,0.907434374186835,0.9169915826041622,0.6666666666666665,0.8206835721842448
90,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9102745070951528,,0.907434374186835,0.9169573765042118,0.672222222222222,0.8193620806206598
91,9,17,5,0.65,0.2,10000,qualified_diverse_90,0.9097071654080452,,0.8982772691477118,0.9179604646668834,0.6944444444444444,0.8145916105143229
