,team_size,n_sources,heuristic_size,reliability_mean,reliability_range,n_samples,team_type,accuracy_opinion,precision_opinion,accuracy_evidence,accuracy_bounded,precision_bounded,diversity,average
0,9,15,5-7-9,0.7,0.2,1000,expert,0.9526470315731094,,0.9524745452837372,0.9524498612396596,,0.1543209876543207,0.9429745888043894
1,9,15,5-7-9,0.7,0.2,1000,diverse,0.9407507545411607,,0.951676819125649,0.9507613565494784,,0.7104938271604936,0.8473405513296605
2,9,15,5-7-9,0.7,0.2,1000,diverse,0.9346383854010624,,0.951676819125649,0.9497900366712329,,0.7104938271604936,0.8441334291007944
3,9,15,5-7-9,0.7,0.2,1000,diverse,0.938261169431583,,0.951676819125649,0.951676819125649,,0.7293650793650793,0.8426736849253098
4,9,15,5-7-9,0.7,0.2,1000,diverse,0.9368462276450172,,0.951676819125649,0.9495575595320146,,0.7104938271604939,0.8425657388000654
5,9,15,5-7-9,0.7,0.2,1000,diverse,0.9365236029501092,,0.951676819125649,0.9487296021552234,,0.7087301587301587,0.8404864636630321
6,9,15,5-7-9,0.7,0.2,1000,diverse,0.9390997717116036,,0.951676819125649,0.951676819125649,,0.7293650793650793,0.8422134368805136
7,9,15,5-7-9,0.7,0.2,1000,diverse,0.9395783937340226,,0.951676819125649,0.9503695264517656,,0.7104938271604937,0.8463793891558249
8,9,15,5-7-9,0.7,0.2,1000,diverse,0.9432051684893726,,0.951676819125649,0.951676819125649,,0.7293650793650793,0.8444843903475592
9,9,15,5-7-9,0.7,0.2,1000,diverse,0.9398080830389036,,0.951676819125649,0.950710578771124,,0.7104938271604938,0.8431886488728946
10,9,15,5-7-9,0.7,0.2,1000,diverse,0.9378215330282808,,0.951676819125649,0.951676819125649,,0.7293650793650793,0.8343634629750831
11,9,15,5-7-9,0.7,0.2,1000,diverse,0.9421006531414334,,0.951676819125649,0.951676819125649,,0.7499999999999999,0.8371020479562087
12,9,15,5-7-9,0.7,0.2,1000,diverse,0.939031249185157,,0.951676819125649,0.9500452557936008,,0.7104938271604937,0.8447373599792871
13,9,15,5-7-9,0.7,0.2,1000,diverse,0.9418394611400028,,0.951676819125649,0.9507923123768176,,0.7104938271604938,0.8445919487688897
14,9,15,5-7-9,0.7,0.2,1000,diverse,0.9398046406498034,,0.951676819125649,0.951676819125649,,0.7293650793650795,0.8417364202530341
15,9,15,5-7-9,0.7,0.2,1000,diverse,0.9398885480978584,,0.951676819125649,0.950631461326211,,0.7087301587301589,0.8457985296187057
16,9,15,5-7-9,0.7,0.2,1000,diverse,0.9377136289746032,,0.951676819125649,0.951676819125649,,0.7293650793650795,0.8396509303852042
17,9,15,5-7-9,0.7,0.2,1000,diverse,0.9415184023096144,,0.951676819125649,0.95129607912898,,0.7104938271604939,0.8481501255507862
18,9,15,5-7-9,0.7,0.2,1000,diverse,0.9404621296598475,,0.951676819125649,0.951676819125649,,0.7293650793650795,0.8403987312164904
19,9,15,5-7-9,0.7,0.2,1000,diverse,0.9395615257067907,,0.951676819125649,0.951676819125649,,0.7293650793650795,0.8429368752437807
20,9,15,5-7-9,0.7,0.2,1000,diverse,0.9423376339005836,,0.951676819125649,0.9513836556100076,,0.7104938271604936,0.8491505352248354
21,9,15,5-7-9,0.7,0.2,1000,diverse,0.940613896021532,,0.951676819125649,0.9507413346381424,,0.7104938271604938,0.8461885931191342
22,9,15,5-7-9,0.7,0.2,1000,diverse,0.941454420945448,,0.951676819125649,0.9510622831932436,,0.7104938271604939,0.8463799098690291
23,9,15,5-7-9,0.7,0.2,1000,diverse,0.9400754292222524,,0.951676819125649,0.951676819125649,,0.7293650793650792,0.8415720859694703
24,9,15,5-7-9,0.7,0.2,1000,diverse,0.9389066381968256,,0.951676819125649,0.9509779482812952,,0.7104938271604936,0.848061295714627
25,9,15,5-7-9,0.7,0.2,1000,diverse,0.9401804121990428,,0.951676819125649,0.951676819125649,,0.7293650793650795,0.8389402545764661
26,9,15,5-7-9,0.7,0.2,1000,diverse,0.9361613922526985,,0.951676819125649,0.9496817393315394,,0.7104938271604937,0.8427447772611751
27,9,15,5-7-9,0.7,0.2,1000,diverse,0.937382191966508,,0.951676819125649,0.9495011994018572,,0.7104938271604937,0.8399211531514175
28,9,15,5-7-9,0.7,0.2,1000,diverse,0.940646199130714,,0.951676819125649,0.951676819125649,,0.7293650793650795,0.8417204355705908
29,9,15,5-7-9,0.7,0.2,1000,diverse,0.9329197221650394,,0.951676819125649,0.9472083855685254,,0.7104938271604938,0.8381819260183541
